year,sentence
1941,"fatally stricken cancer , Marshall name Deversthen young army major general well recognize army Marshall organizationaland training abilityto replace Chaf fee August 1941 commander Armored Force Fort Knox , Kentucky  Marshall atten tion contribution Third Army victory exasLouisiana war maneuver 1941.Assigned War Department aftermath December 7 , 1941 , Japanese attack Pearl Harbor , Eisenhower head War Plans Division Operation Division General Staff promote major general April 1942  United States enter war December 1941 , Marshall preside increase YOU.S  1941 1945 , Marshall attend major wartime strategic conference , include Placentia Bay , Quebec , Cairo , Tehran , Malta , Yalta , Potsdam , Washington , D.C follow month Marshall name Smith assistant secretary General Staff , August 1941 , secretary General Staf f Halsey carrier , participate raid Gilbert , Marshall , Wake December 823 , 1941 , Marcus Islands raid Tokyo April 18 , 1942  Marshall , assistant chief staff War Department General Staff War Plans Division 1941 become chief staff , Marshall place Wedemeyer , major time , division "
1941,"July 1941 , Army Air Corps begin accepti ng African Americans create several segregate combat unit January 1942 , Roosevelt order Department Navy enlist African Americans general service position  Roosevelt August 811 , 1941 subsequent meeting Washington , D.C 1941 , President Roosevelt appoint Byrnes YOU.S  appear Roosev elt not prepared act , Roosevelt begin planning massive march Washington summ er 1941 thousand African Americans would descend upon Washington protest thousand African Americans employment right  Hopkins prevail upon Roosevelt deploy navy shipsto undertake convoy duty North Atlantic prior American entrance war December 1941  secure agreement discussion Atlantic Charter August 14 , 1941 , Hopkins help smooth difference Roosevelt British prime minister Winston L Roosevelt , preoccupy European affair April December 1941 , delegate Hull responsibility protract American negotiation Japan  Like Roosevelt administration official , Knox not predict surprise Japanese attack Pearl Harbor December 7 , 1941 , Knox rather ascribed responsibility YOU.S  April , Roosevelt certify Latin America come provision act , October 1941 , YOU.S  Roosevelt conven ed White House day America entrance war December 1941  January 1941 , World War II already way nearly year half , Roosevelt administration create Office Production Management OPM attempt centralize material procurement , Nelson become head OPMs priority division  December 1941 attack Pearl Harbor American entry war , Roosevelt administration create WPB , give sweep power regulate prioritize industrial production , procure allocate strategic scarce raw material , control price wage , supply nation arm force armament supply every type  July 1941 , United States enter war , Roosevelt establish purpos e Office Coordinator Information , head Donovan  Roosevelt left Washington August 3 , 1941 , guise fishing trip , instead Roosevelt secretly board heavy cruiser Augusta Martha Vineyard steam north  spring 1941 , Roosevelt order YOU.S  1941 1945 , Roosevelt skillfully guide United States war work ensure secure postwar world  Roosevelt return active military duty April 1941 , time commander 26th Infantry Regiment 1st Infantry Division  1941 , Roosevelt recall Standley active duty  Stark constantly urge Roosevelt do assist Britain , autumn 1941 , YOU.S  November 1 , 1941 , Roosevelt order Coast Guard transfer Navy Department  January 1941 , Roosevelt sent Willkie England factfinding mission  Roosevelt , Memorandum Establishment Service Strategic Information , June 10 , 1941 94  Roosevelt , Message Congress Relating Dispatch Naval Forces Iceland , July 7 , 1941 99  Roosevelt , Radio Address Conc erning German Attack Destroyer Greer , September 1 1 , 1941 108  Churchill appeal genesis LendLease progr , Roosevelt propose Congress American people early 1941 , expansion hemispheric defense zone , Churchill extend ever farther Atlantic year  Roosevelt , State Union Address Delivered Congress , January 6 , 1941I n r c n annual State Union address Congress January 1941 , President Franklin D Roosevelt , Memorandum Establishment Service Strategic Information , June 10 , 1941Introduction summer 1941 , William J shorter term , threaten 1941 march call Roosevelt administration issue Executive Order 8802 , outlaw discrimination indust rial plant award government defense contract establish enforcement agency , Fair Employment Practices Commission  Roosevelt , Radio Address Concerning German Attack Destroyer G r e e , September 11 , 1941Introduction autumn 1941 , American naval vessel escort convoy merchant ship bound Great Britain Russia well halfway across Atlantic  Roosevelt , State Union Address Delivered Congress , January 6 , 1941 , 20672068 82  Roosevelt , Memorandum Establishment Service Strategic Information , June 10 , 1941 , 20852087 94  Roosevelt , Message Congress Relating Dispatch Naval Forces Iceland , July 7 , 1941 , 20922093 99  Roosevelt , Radio Address Concerning German Attack Destroyer Greer , September 1 1 , 1941 , 21022104 108  Roosevelt , Memorandum Establishment Service Strategic Information , June 10 , 1941 , 20852087 doc  Roosevelt , State Union Address Delivered Congress , January 6 , 1941 , 20672068 doc  Roosevelt , Message Congress Relating Dispatch Naval Forces Iceland , July 7 , 1941 , 20922093 doc  Roosevelt , Radio Address Concerning German Attack Destroyer Greer , September 1 1 , 1941 , 2102 2104 doc "
1941,"Stalin inept generalship played major role early Soviet defeat , German force drove almost within sight Kremlin tower December 1941 beaten back  Following German invasio n Soviet Union Operation BARBAROSSA June 22 , 1941 , Stalin appoint Litvinov Soviet ambassador United States  Stalin held post November 1941 August 1943 greatly assist ed inclusion Soviet Union LendLease assistance  German invasion commenced June 22 , 1941 , Molotov , not Stalin , inform nation radio broadcast Stalin apparently incapacitate shock  Order 270 Issued Soviet dictator Josep h Soviet dictator Josep h Stalin August 16 , 1941 , Order 270 classify traitor Soviet soldier capture Germans held prisoner war  eve June 22 , 1941 , German attack , Shaposhniko v urge Stalin abando n forward position Poland favor Stalin Line along Soviet Union former border  German invasion , Stalin reinstate Shaposhnikov chief General Staff July 29 , 1941 , reorganize Stavka apparently follow form suggest Shaposhnikov Stalin study Brain Army  Stalin reject numerous Western warning winter spring 1941 Germany prepare attack Soviet Union  , must bear , along Stalin , responsi bility military debacle follow German invasion June 22 , 1941  Transferred command Southwestern Front September 1941 , Timoshenko fail prevent German breakthrough Crimea disaster Kiev encirclement August 21September 26 , , however , could blame Stalin refusal allow withdrawal  military action , 208 Baltic Sea , naval operation , 209210 antisubmarine net , 210 defense littoral area , 210 Finland , 210 first naval action , 209 geographic position , 209 German , 209 , 210 Hitler , Adolf , 209 , 210 Kriegsmarine , 209 Kriegsmarine evacuation , 210 Kronstadt , blockade , 210 major power bordering shore , 209 minefield , 209 Polish Navy , 209 Soviet Union , 209 , 210 Ba Maw 18931977 , 210211 arrest imprisonment , 210 , 211 autobiography , 211 chief state new Republic Burma , 211 date place birth , 210 death , 211 education , 210 Freedom Bloc , 210 Japanese collaboration , 21021 1 practice law , 210as prime minister , 210 significance , 210 Simyetta People Party , 210 title , 211 Br , Heinrich 19131957 , 211 Battle France , 211 command , 211 date place birth , 211 death , 211 Me262 jet , 211 number career victory , 211 Soviet Front , 211 BARBAROSSA , Operation June 22 , 1941 , 211215 achievement , 215 Army Group Center Germany , 211 , 212 Army Group Center spectacular result , 214 Army Group North , 211 Army Group South , 211 , 212 Army Group South progress , 214 assault Kiev , 215 Brandenber ger , Erich , 291 Brauchitsch , Heinrich Alfred Hermann W alther von , 292 counterintelligence , 473 date time start , 214 date start , 1244 disparity military hardware , 212213 Eastern Front , July 16 , 1941 December 5 , 1941 , map , 213 encirclement capture Moscow , 215 end , 215 Finland , 1244 Hitler , Adolf , 211 , 215 intelligence report concern , 212 Luftwaf fe , 212 , 214 Norway Army , 211212 objective , 211 Operation TAIFUN typhoon , 215 phase German plan , 212 phase two German plan , 215 Red Army , 212 Schulenber g , Friedrich von , 212 significance , 211 Soviet aircraft , 214 Soviet counterof fensive , 215 Soviet defensive plan , 212 Soviet division strategic ax , 212 Soviet tank move battle front June 22 , 1941 , 214 image speed advance success , 211 Stalin , Joseph , 212tanks , 214 Western warning , 212 Barbey , Daniel Edward 18891969 , 215216 Amphibious Force , Seventh Fleet , 216 date place birth , 215 death , 216 education , 215 position held , 216 promotion command , 216 significance , 215 W orld W ar , 215 Barbie , Klaus , 1159 Barkhorn , Gerhard 19191983 , 216 date place birth , 216 death , 216 honor award , 216 number combat mission , 216 number victory , 216 postwar career , 216 significance , 216 top rank , 216 barrage balloon , 217218 Allies use , 217218 country deploy , 218 description , 218 German use , 218 Great Britain , 217 mobility , 217 number , 217 purpose , 217 Royal Air Force RAF Balloon Command , 217 success , 217 United States , 217 us , 217 YOU.S  See SaintPierre Miquelon , Free French seizure December 24 , 1941 Mitchell , W illiam , 1290 , 1709 Mitscher , Marc Andrew 18871947 , 11401141 , 1331 , 1332 administrative operational posting , 1141 date place birth , 1140 death , 1141 first attempt transatlantic flight , 1141 military education , 11401 141 photograph , 1141 promotion command , 1141 Miyazaki Shigesabur 18921965 , 11411142 54th Division wentyEighth Army Burma , 1141 date place birth , 1141 death , 1141military education , 1141 promotion command , 1141 reputation , 1141 MO , Operation , 4 Model , W alther 18911945 , 140 , 412 , 1142 clash Hitler , 1142 date place birth , 1142 defensive warfare talent , 1142 Hitler Fireman , 1142 photograph , 1142 planning Ardennes fensive , 1142 promotion command , 1142 suicide , 1142 Mola , Emilio , 750 Molders , W erner 19131941 , 74 , 1143 award , 1143 contribution aerial combat , 1143 date place birth , 1143 death , 1143 Finger Four formation , 1143 number victory score , 1143 Molotov , Vyacheslav Mikhailovich 18901986 , 112 , 11431144 arrest exile , 1143 date place birth , 1143 death , 1144 expulsion Communist Party , 1144 foreign minister , 11431 144 GermanSoviet NonAggression Pact , 1144 Iron Bottom , 1 144 Moscow Conference , 1157 photograph , 1143 Pravda , 1143 Stalin , Joseph , 1143 , 1144 war , 1144 Molotov cocktail , 615 monitor , 11441145 British monitor , 1144 definition , 1144 design , 1144 exAustroHungarian monitor , 1145 Romanian monitor , 11441 145 W orld W ar , 1144 Monnet , Jean Omer Marie Gabriel 18881979 , 11451146 fall France , 1146 Algiers , 1146 commissioner general planning , 1146 date place birth , 1145 death , 1146European Coal Steel Community , 1146 Monnet Plan , 1146 Montagu , Ewen , 1129 Montelimar , Battle August 2128 , 1944 , 11461147 command ficers , 1146 definition , 1146 description , 1146 force involve , 1146 loss , 1146 Task Force Butler , 1146 Montgomery , Alfred Eugene 18911961 , 1147 command , 1147 date place birth , 1147 death , 1147 lieutenant commander , 1147 military education , 1147 naval aviation , 1147 permanent rank , 1147 Montgomery , Sir Bernard Law 18871976 , 130 , 131 , 11471148 , 1788 Ardennes fensive , 141 Ardennes fensive , 1148 artillery doctrine , 159 Battle Ortona , 1274 Battle El Alamein , 1148 Battle El Alamein , 573 Battle Mareth , 1079 , 1080 Battles Scheldt , 1469 , 1470 British 21st Army Group , 1148 characteristic , 1147 chief instructor Quetta Staf f College , 1147 command , 11471 148 controversy , 1147 Crerar , Henry Duncan Graham , 476 date place birth , 1147 death , 1149 Dempsey , Miles Christopher , , 515516 Dieppe Raid plan , 1147 Eighth Army Egypt command , 1148 El Alamein , 1238 FalaiseAr gentan gap failure , 592 infantry training manual , 1147 invasion Sicily , 1148 military education , 1147 overrate general W orld W ar II , 1147 North Africa Campaign , 1238 North Africa campaign , 1239 Operation MARKET GARDEN , 1082 , 1083 , 1148 photograph , 476 , 1148 , 1502postW orld W ar II activity , 11481 149 promotion command , 1148 W orld W ar , 1147 Moreell , Ben 18921978 , 1149 base building , 1149 chief Bureau ards Docks , 1149 chief Civil Engineers YOU.S "
1942,"Following meeting Chancellor Adolf Hitler , Arnim assume command Axis force Tunisia December 9 , 1942  Commando Order October 18 , 1942 Order issue German leader Adolf German leader Adolf Hitler counter British commando raid  October 18 , 1942 , German leader Adolf Hitler issue order 00383342g  early 1942 , Speer recommend woman recruit industry , Adolf Hitler would none  Demyansk Pocket February 8 , 1942 February 28 , 1943 Following fail German effort capture Moscow Dece mber 1941 , Adolf Hitler order Adolf Hitler Fhrer Directive 39 Wehrmacht consolidate defensive positio n along entire Eastern Front  Battle Gazala May 26June 13 , 1942 , sprang Operation VENEZIA , Adolf Adolf Hitler sought tie many Allied troop possible North Africa German force fought decisive battle Soviet Union  spring 1942 , Halder become increasingly disillusion Adolf Hitler conduct operation , particularly 1942 offensive Eastern Front  Kholm Pocket January 23May 5 , 1942 German failure capture Moscow December 1941 , Chancellor Adolf Hitler order Wehrmacht hold place along entire Eastern Front  Incredibly naive , Laborde believe Adolf Hitler would honor Adolf Hitler pledge not take French fleet thus , Laborde nothing prepare Toulon land defense , enable Germans launch successful surprise attack morning November 27 , 1942  July 1942 , Adolf Hitler appoint Adolf Hitler command Twelfth Army Balkans renam ed Army Group E January 1943  come request German leader Adolf Hitler , , January 3 , 1942 , suggest Ambassador Oshi Hiroshi Axis power kill crew Allied ship help counter superior Allied shipbuilding capacity  summer 1942 , Scholls father imprison make critical remark Adolf Hitler employee  spring 1942 , German chancellor Adolf Hitler place major emphasis summer campa ign southern portion German Soviet Front , codenamed FALL BLAU CASE BLUE  Promoted colonel 1942 , Tresckow use Tresckow influence access senior military leadership recruit officer sympathetic overthrow Nazi regime Adolf Hitler particular  invasion Northwest North Africa November 8 , 1942 , German leader Adolf Hitler belatedly recognize collapse Axis power North Africa threaten not Benito Mussolini regime Italy also Germ expose whole Southern Europe Allied attack  June 1942 , German chancellor Adolf Hitler order resumption offensive operation Red Army  June 1942 , Adolf Hitler secretary found necessary issue order warn circumstance German medium public use term yellow peril refer Japanese "
1942,"Italian dictator Benito Mussolini make case strongly Hitler meeting held December 18 20 , 1942 , Allied invasion French North Africa previousNovember Axis surrender Tunisia May 1943  Promoted full admiral October 29 , 1942 , Riccardi retain Riccardi post July 26 , 1943 , Benito Mussolini depose  invasion Northwest North Africa November 8 , 1942 , German leader Adolf Hitler belatedly recognize collapse Axis power North Africa threaten not Benito Mussolini regime Italy also Germ expose whole Southern Europe Allied attack "
1942,"Cripps dissatisfact ion British war effort Churchill particular lead Cripps removal War Cabinet October 1942 , next month Cripps appoint minister aircraft production , post Cripps held remainder war  DormanSmith also sue Churchill libel , force DormanSmith publish acknowledgment DormanSmith memoir absolve DormanSmith responsibility defeat Gazala May 26June 13 , 1942 obruk June 2021 , 1942  Churchill strong backbench critic , unsuccessfully ging Churchill resignation fall Tobruk June 1942  Churchill throughout 1942 urge Allied seizure north Norway , British chief staff wisely block  Spears relatio nship de Gaulle sour , 1942 Churchill appoint Spear minister Lebanon Syria  Churchill accepted presidency Magdalen College , Oxford , 1942 , although two year later , Prime Minister Winsto n L"
1942,"March 1942 , Australian government agree formation Southwest Pacific Command , American general Douglas MacArthur commander chief General Sir Thomas Blamey commander land force  Navy Marine Corps element prepared operation Solomons , supreme Allied commander South Pacific General Douglas MacArthur Allied Land Force commander , Australian general Sir Thomas Blamey , begin series action strengthen Allied defensive position New Guinea , include August 1942 deployment two brigade Australian 7th Division Port Moresby one Milne Bay  , March 1942 , theater commander General Douglas MacArthur , order leave Philippines Australia , select Bulkeley Bulkeley four available boat convey Bulkeley party 22 person include Bulkeley wife , young son , housekeeper , key staff mem bersmore 500 mile Corregidor Island Manila Bay Japanese blockade southward Mindanao , MacArthur could complete trip air  commander General Douglas MacArthur fortify island Corregidor Manila Bay depart islan d submarine February 20 , 1942 , form government inexile Washington , D.C actual boundary establish earlier Joint Chiefs Staff directive General Douglas MacArthur Nimitz April 4 , 1942 , outline Southeast Pacific everything east line drawn MexicoGuatemala border midPacific near Clipperton Island southward South Pole  President Manuel Quezon General Douglas MacArthur Filipino Collaborators , January 28 , 1942 133  General Douglas MacArthur , Australia , British Empire Prime Minister War Conference , Minute 23 , June 1 , 1942 140  Pearl Harbor onward , Australian prime minister John Curtin increase ly turn aid United States , tendency encourage arrival Australia spring 1942 dominate American general Douglas MacArthur  President Manuel Quezon General Douglas MacArthur Filipino Collaborators , January 28 , 1942 , 21512152 133  General Douglas MacArthur , Australia , British Empire Prime Minister War Conference , Minute 23 , June 1 , 1942 , 21642166 140  President Manuel Quezon General Douglas MacArthur Filipino Collaborators , January 28 , 1942 , 21512152 doc "
1942,"Library Congress , Febru ary 19 , 1942 , President Franklin D 8,685 B24 industrial might enable United States not arm 8,685 B24 ally also field bestsupplied mobile force point military history .In March 1942 , President Franklin D March 1942 , President Franklin D Victory Air Power 1942 become Walt Disney film President Franklin D October 1942 , President Franklin D , 224 MacArthur , Douglas , 223morale home front , 223 newspaper April 9 , 1942 , 224 image outcome , 224 precipitate event , 223 Roosevelt , Franklin D"
1942,"Bock enjoy initial success Voronezh , Bock progress slow , Hitler replace Bock Colonel General Maximilian von Weichs July 15 , 1942  Heydrich assassination May 1942 provide brief reprieve admiral , not February 1944 Hitler remove Canaris Heydrich post  January 1942 , prevent rout , Hitler issue another order Hitler force stand force ground regardless consequence  Italian dictator Benito Mussolini make case strongly Hitler meeting held December 18 20 , 1942 , Allied invasion French North Africa previousNovember Axis surrender Tunisia May 1943  February 1942 Fritz Todt , minister armament production , die plane crash , Hitler name Albert Speer odts replacement  early 1942 Speer recommend woman recruit industry , Hitler reject advice  late December 1942 , failure Hipper Ltzow close weakly defend convoy Barents Sea Operation RAINBOW lead angry Hitler attack Raeder surface fleet  Hitler plan summer 1942 campaign call destruction Leningrad occupation area Lake Ladoga Baltic free Finns operation Murmansk  List fell ill remove command September 9 , 1942 , Hitler take personal command Army Group  World Yester day 1942 , publish year writer suicide , Stefan Zweigviews World War rise Hitler fist shatter continent  German 1942 campaign culminate Stalingrad result Hitler attempt capture Caucasus oil field  spring 1942 , Axis leader discuss employ Italian German paratrooper , support sea invasion , seize island , Italians lack preparation , desire move German air unit Eastern Front , General Erwin Rommel recent success Libya , memory costly Crete operation lead Adolf Hitler cancel operation  Briefly move Army Group Center sector , Manstein order Hitler , November 1942 , assume command newly form Army Group side Stalingrad , Army Group Caucasus Army Group B  Schoenber g compose two important response war Ode Napoleon Buonaparte 1942 , set poem Lord Byron Schoenber g hand become notsoveiled reference Hitler , terrify Survivor Warsaw 1947 , ostensibly base event take place W arsaw ghetto  Rommel probed El Agheila March 24 , 1942 , continued drive rapidly east , despite Hitler order maintain overall defensive posture  Antonescu vainly hop effort would reward return Transylvania , Hungary provide far less support Hitler war .On June 12 , 1942 , American bomber base North Africa struck Ploieti  Fritz Todt die plane crash February 1942 , Hitler turn Speer  November 4 , 1942 , complain Hitler unparalleled madness , Thoma don clean uniform , put Thoma medal , climbed tank , race one point another front line thick battle  meeting Hitler Rastenbu rg February 1942 , alarmed attrition equipment Eastern Front , Todt advise Hitler end war Soviet Unioncounsel displeased fhrer  March 1942 Witzleben go medical leave operation , Hitler use excuse assign Hitler Fhrer Reserve March 21  January 30 , 1942 , Wolff promote SSOber gruppenfhrer general WaffenSS , isolated Hitler headquarters , Hitler lose control Himmler entourage  October 1942 18 Hitler issue Commando Order  assassination , 670 campaign salt tax , 670 date place birth , 669 description , 669 education , 669 end British rule , 670 life simplicity , 670 imprisonment , 670Indian independence , 670 Indian National Congress INC , 669670 Mahatma , 669 nonviolent civil disobedience , 669 number day imprison , 670 photograph , 670 program passive resistance , 670 protest British rule , 669 , 670 Red Cross service , 669 support , 670 untouchable , 670 Gandin , Antonio , 382 Garand , John Cantius 18831967 , 671 award , 671 date place birth , 671 death , 671 early life , 671 Garand semiautomatic rifle M1 , 671 retirement , 671 Garrett , Robert , 440 Gavin , James Maurice 19071990 , 671672 airborne planning ef fort Operation OVERLORD , 671 ambassador France , 671 combat jump , 671 command 82nd Division , 671672 command , 671 date place birth , 671 death , 671 difference Eisenhower , 671 military education , 671 photograph , 671 Gazala , Battle May 26June 13 , 1942 , 672673 definition , 672 description , 673 Operation VENEZIA , 672 Ritchie , Neil , 672 , 673 Rommel , Erwin , 672 , 673 strength force , 672 Gehlen , Reinhard 19021979 , 673674 date place birth , 673 death , 673 education , 673 Gehlen ganization , 673 head Fremde Heere Ost FHO , Foreign Armies , 673 head Bundesnachrichtendienst , 673 Hitler view , 673 network spy , 673 surrender YOU.S  See Dieppe Raid August 19 , 1942 Juin , Alphonse Pierre 18881967 , 654 , 914916 characteristic , 915 command French Expeditionary Corps Corps Expeditionaire Francais , CEF , 915 date place birth , 914 death , 915 de Gaulle , 915 Ecole Superieure de la Guerre , 915 interwar year , 915 military education , 914 North Africa , 915 photograph , 915 July bomb plot July 20 , 1944 , 916917 controversy involve , 916917 execution conspirator , 916 Gestapo investigation , 916917multiple attempt kill Hitler , 916 notable Germans involve , 916 purpose , 916 Stauf fenber g , Count Claus Schenk von , 916 Junkers Ju87 Stuk , 271 JUPITER , Operation , 1247Kaiser , Henry John 18821967 , 919 , 1032 Kaitens , 919920 definition , 919 failure , 920 first Kaiten mission , 920 last Kaiten operation , 920 operation , 920 translation , 919 volunteer , 920 Kalinin , recapture December 15 , 1941 , 920921 definition , 920 environmental condition , 920 German casualty , 920 Hitler , Adolf , , 920 , 921 Leningrad , relief , 920 location , 920 Soviet counterof fensive , 920921 Kallay , Miklos , 818 Kaltenbrunner , Ernst 19031946 , 921 arrest , 921 capture , 921 commander SS Ostmark , 921 date place birth , 921 education , 921 Final Solution , 921 hang , 921 head RSHA Reich Main Security fice , 921 head SS Linz , 921 retribution conspirator , 921 war criminal , 921 Kaluga , Battle December 2630 , 1941 , 921922 definition , 921 description , 921 location , 921 outcome , 921 Soviet counterof fensive save Moscow , 921 kamikaze , 922924 217 "
1942,February 1942 Jiang therefore publish message exhort people India bend people India energy defeat Japan defer war question independence 
1942,"Following reorganization , Soviet leader Joseph Stalin 1942 direct artillery conc entrated support breakthrough designate sector mobile artillery developed support armored unit would exploit breakthrough  late March 1942 , Timoshenko sent Bagramyan Soviet dictator Joseph Soviet dictator Joseph Stalin discus plan recapture Kharkov  Joseph Stalin , General Secretary Communist Party Soviet Union , 1942  Vlasov one Joseph Stalin favorite general , March 1942 , Soviet dictator sent Soviet dictator beleaguer Leningrad secondin command new Volkhov Front "
1942,"Marshall appoint Eisenhower command general European theater operation June 1942  Marshall flew Britain April propose early opening second front codenamed SLEDGEHAMMER , although Marshall return Washington belief invasion continent would take place within year , British sent Vice Admiral Lord Louis Mountbatten , head Combined Operations , Washington June tell Americans cross Channel invasion not possible 1942  Eisenhower War Plans Division draw plan , Marshall present toRoosevelt March 1942 , BritishYOU.S  First Offensive 1942 Roosevelt , Marshall Making American Strategy  Eisenhower , Marshall reluctantly order Smith Europe September 1942 assume Smith recognizable role Eisenhower chief staff  Marshall encourage resistant Congress pas bill create W omen Auxiliary Army Corps W AAC May 1942  First Offensive , 1942 Roosevelt , Marshall , Making American Strategy "
1942,"Roosevelt administration approve project early February 1942 , official start construction March 8 , 1942  midwinter 1942 , war go badly Europe Pacific , Churchill cable Roosevelt hint sake socalled Grand Alliance , perhap Soviet demand met  Sufficiently alarmed Sachs prcis Sachs content , Roosevelt appoint Uranium Committee begin preliminarystudies , become basis Manhattan Project organize 1942 build atomic bomb  Roosevelt administration mobilize Hollywood creation Office War Information OWI 1942  Roosevelt strongly distrust de Gaulle , United States maintain diplomatic relation Vichy Allied invasion North AfricaOperation TORCH November 1942  May 1942 , Roosevelt recall Leahy active duty make Leahy presidential chief staff de facto chairman Joint Chiefs Staff  Roosevelt order MacArthur Australia February 22 , 1942 , MacArthur become supre commander Allied force Southwest Pacific  Roosevelt administration exponential increase industrial war production enormously expand aid Great Britain , play significa nt role devise detail LendL ease aid Britain January 1942 Victory Program , vastly expand American wartime industrial output  Roosevelt , appoint Morison navy official historia n 1942  creation NWLB January 12 , 1942 , Roosevelt promptly assem bleed 12person tripartite board make 4 individual represent labor , 4 industry , 4 public member represent neither labor management  Roosevelt wife , Dona , 1942  Arcadia Conference Washington December 22 , 1941January 14 , 1942 confirm decision , Roosevelt commit Unite States BOLERO , rapid buildup YOU.S  Arcadia Conference December 22 , 1941January 15 , 1942 , Roosevelt commit United States Operation BOLERO , rapid buildup YOU.S  April 1942 , Roosevelt appoint Standley ambassador Soviet Union  Marc h 1942 Roosevelt replace Stark chief naval operation Admiral Ernest J  , 1942 , Roosevelt appoi nted Stettinius head administration LendLeaseprogram , make effective successfully win congressional support State Department operation  Roosevelt sign Declaration United Nations , January 1 , 1942  Roosevelt promise Stalin Western Allies would undertake invasion end 1942 determine honor pledge  Roosevelt met commitment Operation TORCH , Allied invasion French North Africa November 8 , 1942  First Offensive , 1942 Roosevelt , Marshall , Making American Strategy  Roosevelt , Executive Order Providing Stabilizing National Economy , White House News Release , October 4 , 1942 146  Roosevelt , Statement Announcing Opening Second Front French North W est Africa , November 7 , 1942 149  Roosevelt , Statement Announcing Opening Second Front French North West Africa , November 7 , 1942I n r c n November 1942 , AngloAme rican force overall command YOU.S  Aegean Sea naval operation , 13 Africa , 14 , 15 Aftermath Churchill , 415 airborne force , 23 Altmark incident , 100 amphibious warfare , 105 AngloSoviet reaty May 26 , 1942 , 112 , 113 antisubmarine warfare , 124 Anzio , Battle January 22May 25 , 1944 , 132 Arcadia Conference December 22 , 1941January 14 , 1942 , 135 , 136 armored warfare , 149 Army Great Britain , 719 Atlantic Charter , 417 Attlee , Clement Richard , 177178 Balkans Theater , 206 Battle Britain , 416 Bevin , Ernest , 252 Blitz , August 1940May 1941 , 268 bombing Berlin , 716 British Pacific Fleet BPF , 305 British rearmament , 415416 Cairo Conference , 333 camouflage , 338339 Casablanca Conference , 363 , 364 Chamberlain , Arthur Neville , 385 chancellor exchequer , 415 chemical weapon warfare , 391 Chindits , 407 Conservative , 415 critic appeasement policy , 416 Dardanelles expedition , 415 date place birth , 415 death , 417 Declaration Liberated Europe February 1945 , 507 Dresden air attack , 548 Dunkerque , 416 Dunkerque , evacuation , 553 early popular fame , 415 education , 415electoral vote , 417 escape Pretoria , 415 family , 415 father , 415 first lord admiralty , 415 , 416 France , 633 Great Britain , 712 Greece , 730731 GYMNAST , Operation , 1520 home secretary , 415 honor , 417 HoreBelisha , Isaac Leslie , 807 informal agreement Stalin , 417 international summit conference , 417 Iron Curtain speech , 417 knighthood , 417 labor movement , 415 LeaseLend Act , 416 Liberal , 415 Malaya Campaign , 1060 Manhattan Project , 417 memoir , 417 military service , 415 minister munition , 415 mother , 415 Munich Conference , 1164 New Zealand , 1221 Norway , German Conquest 1940 , 1249 , 1253 operation Mediterranean Italy , 1786 Phillips , Sir Thomas om Spencer V aughan , 1333 photograph , 174 , 334 , 416 , 1357 , 1374 , 1502 , 1637 , 1818 president Board rade , 415 prime minister , 416 , 417 Prince W ale Repulse , sinking , 1361 rally British people , 416 resignation , 1357 Roosevelt , Franklin Delano , , 416417 ROUNDUP , Operation , 1520 ROY AL MARINE , Operation , 1439 SLEDGEHAMMER , Operation , 1520 Soviet expansionism , 417 Soviet Union , 417 Spears , Sir Edward Louis 18861974 , 15631564 Special Operations Executive covert action agency , 416 speech , 416 Stalin , Joseph , 417 surrender Belgium , 238 unconditional surrender , 16971698vitality , 416 Yalta Conference , 417 ChurchillStalin meeting October 910 , 1944 , 418419 attendee , 418 codenamed , 418 Harriman , verell , 418 primary concern Churchill , 418 Roosevelt , Franklin Delano , 418 significance , 418 sphere postwar influence , 418 Chu eh  Roosevelt , Executive Order Providing Stabilizing National Economy , White House News Release , October 4 , 1942 , 21722175 146  Roosevelt , Statement Announcing Opening Second Front French North W est Africa , November 7 , 1942 , 21772178 149  Roosevelt , Executive Order Providing Stabilizing National Economy , White House News Release , October 4 , 1942 , 21722175 doc  Roosevelt , Statement Announcing Opening Second Front French North W est Africa , November 7 , 1942 , 21772178 doc "
