date,sentence,lvl1
1927,"1927 1938 , command various infantry unit ",irrelevant
1938,"1938 Marshal Edward Rydzmigy begin moder nize Polish Army , Maczek put charge first two armored brigade ",relevant
1939,"training Marshal Edward Rydzmigy brigade barely finish Germany invade Poland September 1 , 1939 ",relevant
1940,"Thanks friendly attitude Hungarian authority , personnel brigade manage reach France 1940 , General Wadysaw Sikorski form new Polish army ",relevant
1940,"Maczek brigade ready time take part May 10June 25 , 1940 , Battle France ",relevant
1942,"French capitulation , Maczek officer men escape Britain , Maczek put charge reestablish Maczek unit 1942 , become Polish 1st Armored Division ",relevant
1944,Maczek command division campaign across Western Europe 1944 1945 ,relevant
1944,Maczek division instrumental closing Falai seAr gentan gap August 1944 ,relevant
1945,"Montgomery , continued victorious march northern France , Belgium , Holland , northwestern Germany end war May 1945 ",relevant
1961,"Maczek publish Maczek memoir 1961 die Edinbur gh December 11 , 1994 ",relevant
1991,"Engl ewood Cliffs , NJ Prentice Hall , 1991 ",relevant
1985,"London Macmillan , 1985 ",relevant
1961,"London , 1961 ",irrelevant
1896,"Madagascar Frenc h colony since 1896 , Madagascar locate East African coast Indian Ocean ",relevant
1939,"1939 world fourthlar gest island population numbered 4,000,000 people , 34,000 Malagasy troop participate fight precede defeat France ",relevant
1940,"1940 , Nazi regime Germany try create settlemen colony Europe Jews ",relevant
1940,"Plans resettle Jews advanced late 1930s Polish German government , defeat Franc e June 1940 plan gain wider support Nazi leader ",relevant
1942,Japanese carrier foray Indian Ocean MarchAp ril 1942 raise alarm bell London Tokyo might mount operation seize Madagascar use base therefor attac k British Eighth Army vital supply route Cape Good Hope Egypt ,relevant
1942,"invasion , first major British amphibious assault war , begin dawn May 5 , 1942 ",irrelevant
1943,January 1943 British hand Madagascar Free French ,relevant
1960,Madagascar become independent June 1960 ,relevant
1979,"Hamden , CT Archon Books , 1979 ",irrelevant
2001,"Stanford , CA Stanford University Press , 2001 ",irrelevant
1942,"Madagascar , Allied Invasion See IRONCLAD , Operation Madoera Strait , Battle February 4 , 1942 Naval battle Japanese Allied force Netherlands East Indies ",relevant
1942,"January 10 , 1942 , respond deteriorate situation Far East , Allies establish joint AmericanBritishDutchAustralian ABDA Comm ",relevant
1944,Hollywood treat story wound sailor 1944 propaganda film Story Dr ,relevant
1942,"3 , Rising Sun Pacific , 1931April 1942 ",relevant
1951,"Boston Little , Brown , 1951 ",relevant
1996,"London Grub Street , 1996 ",irrelevant
1994,"Annapolis , MD Naval Institute Press , 1994 ",irrelevant
1929,Maginot Line Massive French defensive fortification built 1929 1938 along German Italian frontier ,relevant
1916,"part base effective resistance Verdun ferroconcrete fort 1916 , building line becam e drive passion Defense Minister Andr Maginot , fought Verdun enlist soldier seriously wound ",relevant
1928,"One fort , Rimplas first entire system built , begin 1928 ",irrelevant
1937,Germans begin work Gustav gun 1937 intention use crack Maginot Line ,relevant
1944,"American soldier inspect Maginot Line eastern France , 1944 ",relevant
1940,"National Archives German attack finally come May 10 , 1940 , course , blitzkrieg tactic not prevail time ",relevant
1944,", Hackenber g Simershof f fought 1944 Allies near German frontier , fortification heavily damage fort not 1940 ",relevant
1997,"Westport , CT Praeger , 1997 ",relevant
1998,Fort 26 1998 199231 ,irrelevant
1982,"Briarclif f Manor , NY Stein Day , 1982 ",irrelevant
1986,"Shrewsbury , UK Airlife , 1986 ",relevant
1942,"Magwe , Battle March 822 , 1942 Air battle Burma pit Japanese aircraft American British aircraft ",relevant
1942,"February 28 , 1942 , remain American Volunteer Group AVERAGE Curtiss P40B Tomahaw k Adam Eve Squadron force abandon Mingaladon Airfield near Rangoon evacuate Magwe ",relevant
1941,"Army Air Forces World War II Com bat Chronology , 1941 1945 ",relevant
1973,"Washington , DC Center Air Force History , 1973 ",irrelevant
1946,"London Whitefriars , 1946 ",relevant
1987,"Martin , 1987 ",relevant
2023,"Makassar Strait , Battle See Balikpapan , Battle Makin Island , Battle November 2023 , 1943 Makin Atoll part Gilbe rt Island chain Central Pacific ",relevant
1942,"first battle August 17 18 , 1942 , 2nd Marine Raider Battalion destroyed Japanese seaplane base decimate garrison ",irrelevant
1942,"Butaritari , construct bunker , trench , machinegu n nest , gun emplacement , two deep tank trap trap ran shore shore across central part handle island defend 3,000 yardlong area know Citadel , Americans land 1942 ",relevant
2024,"campaign Gilberts , include bloody struggle Tarawa November 2024 , 1943 ",irrelevant
1943,"Nove mber 19 , 1943 , naval gunfire , include 14inch shell battleship Pennsylvania , New Mexico , Mississippi , pounde Makin ",relevant
1030,1030 a.m,irrelevant
1951,"Boston Little , Brown , 1951 ",relevant
1985,"New York Free Press , 1985 ",relevant
1946,"Washington , DC Historical Division , War Department , 1946 ",relevant
1718,"Makin Island Raid August 1718 , 1942 YOU.S ",relevant
1100,"Utilizing rubber boat dugo ut make local people , remain raider return submarine 1100 night ",irrelevant
2000,"2000 2001 , remains 19 dead raider return United States ",relevant
1947,"Boston Little , Brown , 1947 ",relevant
1995,"Washington , DC Marine Corps Historical Center , 1995 ",irrelevant
1810,British take Malaya Dutch 1810 establish political administrative control four sultanate ,relevant
1914,Protectorate status extend remain five sultanate 1914 ,irrelevant
1940,"October 1940 , Air Chief Marshal Sir Henry Robert Air Chief Marshal Sir Henry Robert BrookePopham appoint commander chief , Far East , Air Chief Marshal Sir Henry Robert BrookePopham headquarters Singapore ",relevant
1941,"senior thesethe general officer command , Malaya , Lieutenant General Arthur Ernest Percivalarrived May 1941 ",relevant
1941,"Japanese finally begin Japanese invasion Malaya landing along northeastern coast night December 78 , 1941 , British thus caught unprepared ",relevant
1941,"Japanese devote extensive planning Malayan operation , occupation southern Indochina earlier 1941 form part Japanese preparation ",relevant
1942,"survive graduate 101st Special Training School take jungle carry fight , form Malayan People AntiJapanese Army MPAJA March 1942 ",irrelevant
1971,"London Cassell , 1971 ",relevant
1919,"Singapor e Naval Base Defence Britain Far Eastern Empir e , 1919 1941 ",relevant
1981,"Oxford Oxford University Press , 1981 ",relevant
1971,"London Macdonald , 1971 ",relevant
1898,"Born near Odessa , Russia , November 23 , 1898 , Rodion Malinovsky enlis ted Russian army outbreak World War ",relevant
1915,"Badly wound 1915 , 18981967 Marshal Soviet Union spent several month recuperate reassign machine gunner April 1916 ",relevant
1917,"Malinovsky unit mutiny spring 1917 , however , Malinovsky transport North Africa ",relevant
1919,"Malinovsky return Russia August 1919 , join Red Army Omsk fighti ng White force ",relevant
1926,"1926 , Malinovsky join Communist Party , year later , enter Frunze Military Academy ",relevant
1937,go Spain military adviser Republican force Spanish Civil War betw een 1937 1938 ,relevant
1941,"March 1941 , Major General Malinovsky assume command new XLVIII Rifle Corps Romanian border ",relevant
1942,"Follow ing illfated Kharkov Offensive June 1942 , share blame , reassign rear echelon duty ",relevant
1942,"July August 1942 , Malinovsky head Operational Forces Group name command SixtySixth Army August ",relevant
1943,"latter capacity , played key role Battle Stalingrad August 23 , 1942Februar 2 , 1943 , defeat Army Group , German relief force Field Marshal Erich von Manstein , December ",relevant
1943,"Malinovsky promote colonel general February 1943 , command Southern Front month Southwest Front March ",relevant
1943,"played major role Battle Kursk July 513 , 1943 spearhead drive across Ukraine , take Odessa April 1944 ",relevant
1943,command redesignated 3rd Ukrainian Front October 1943 2nd Ukrainian Front May 1944 ,relevant
1944,"September 1944 , promote marshal Soviet Union ",irrelevant
1947,"prominent member Soviet military hierarchy war , prominent member Soviet military hierarchy war head Far East Command 1947 1953 Far East Military District 1953 1956 ",relevant
1956,"prominent member Soviet military hierarchy war deputy minister defense 1956 1957 , prominent member Soviet military hierarchy war succeed Marshal Geor gii Zhukov minister defense ",relevant
1967,"Malinovsky die Moscow March 31 , 1967 ",relevant
1993,"New ork Grove , 1993 ",relevant
1995,"Lawrence University Press Kansas , 1995 ",irrelevant
1944,"Malmdy Massacre December 17 , 1944 Notorious incide nt involve murder unarmed American prisoner war German Ardennes Offensive Battle Bulge , December 16 , 1944January 25 , 1945 ",relevant
1944,"Army personnel slain Germans Germans take prisoner near Malmdy , Belgium , December 17 , 1944 ",relevant
1946,"National Archives May 1946 , Peiper 73 member 1st SS Panzer Division , number Peiper 73 member 1st SS Panzer Division select random ly , brought trial YOU.S ",irrelevant
1995,"Shippensbur g , PA White Mane , 1995 ",relevant
2006,"Oxford , UK Clarendon , 2006 ",relevant
1979,"Berkeley University California Press , 1979 ",irrelevant
1939,"archipelago 122 square mile , 1939 population 270,000 people , played crucial role struggle control Mediterran ean ",irrelevant
1814,"Formally British possession since 1814 , Malta British port facility Alexandria , Egypt , Gibraltar ",relevant
1942,"governor islandLieutenant General William Dobbie , May 1942 , General Lord John Gortalso act General Lord John Gortalso military commander ",relevant
1941,"October 1941 , British ship plane operating Malt sank twothirds Axis supply sent Libya ",relevant
1940,"Italy declare war Allies June 1940 , Italy immediately begin air attack Malta , initially British handful Sea Gladiator biplane meet attack ",relevant
1941,"Beginning January 1941 , Fliegerkorps X struck island British supply convoy become furious twoyear aerial campaign ",relevant
1940,"August 1940 January 1943 , British push 13 conv oys Malta , sustain loss Axis naval air attack ",relevant
1942,situation become desperate British naval force stretch thin United States employ fleet carrier Wasp fly Spitfire aircraft April May 1942 ,relevant
1942,"Despite Allied effort , situation Malta remain precarious much 1942 ",relevant
1942,"large effort resupply island come Operation PEDEST AL Augus 315 , 1942 , British sent 4 aircraft carrier , 2 battleship , 7 cruiser , 24 destroyer escort convoy 14 merchantman island ",relevant
1942,"spring 1942 , Axis leader discuss employ Italian German paratrooper , support sea invasion , seize island , Italians lack preparation , desire move German air unit Eastern Front , General Erwin Rommel recent success Libya , memory costly Crete operation lead Adolf Hitler cancel operation ",relevant
1942,"time siege Malta lift Dece mber 1942 , 1,500 Maltese die Axis air attack ",relevant
1986,"New ork W illiam Morrow , 1986 ",relevant
1974,"Shep perton , UK Ian Allan , 1974 ",relevant
1989,"Valletta , Malta Progress Press , 1989 ",relevant
1940,"first Italian bombing attack Malta occur June 11 , 1940 ",relevant
1941,"midFebruary 1941 , Luftwaf fe deployed large number fighter battle , Royal Air Force RAF begin take heavier loss among Royal Air Force RAF Hurricanes ",relevant
1941,Bombing attack ease May 1941 Luftwaf fe concentrate Crete ,relevant
1941,"June 22 , 1941 , Germany invade Soviet Union Opera tion BARBAROSSA , many Luftwaf fe unit divert Soviet front ",relevant
1941,"December 1941 , Oberbefehlsha ber Sd OBSd , Field Marshal Albert Kesselring Luftflotte 2 600 aircraft transferr ed Sicily order neutralize Malta ",relevant
1941,"December 1941 April 1942 , Kesselring mount sustain heavy attack island , result , activity Kesselring bomber force drastically curtail ",relevant
1942,"January 1942 , Axis ship supply North Africa sunk , February Alliedsupply convoy Malta force turn back ",relevant
1942,total tonnage bomb drop Malta March April 1942 expend London whole 1940 ,relevant
1942,"February 1942 , British adopt effective fighter tactic , 31 Superma rine Spitfires deliver aircraft carrier HMS Eagle March 1942 ",relevant
1942,"March 1942 Allied supply convoy Malta nonetheless suffer heavy loss , many ship sunk 5,000 ton supply get ",relevant
1942,"April 15 , 1942 , King Geor ge VI take highly unusual step award Geor ge Cross entire island ",relevant
1942,"April May 1942 , aircraft carrier USS Wasp HMS Eagle deliver ed total 132 Spitfires Malta ",relevant
1942,"May 10 , 1942 , Kesselring , follow particularly poor intelligence assessment , report German high command neutralization Malta complete ",relevant
1942,"Air Vice Marshal Keith Park appoint AOC Malta July 1942 , Air Vice Marshal Keith Park institute aggressive forwardinterception policy attack Axis raider form ",relevant
1942,"July August , bomber Malta inflic ted heavy damage Axis conv oys , greatly assist British Eighth Army Battle Alam Halfa August 31September 7 , 1942 Battle El Alamein October 24 November 4 ",relevant
1942,"battle officially end December 31 , 1942 ",irrelevant
1942,"Hurricanes Malta , June 1940April 1942 ",relevant
2000,"Shrewsbury , UK Airlife , 2000 ",relevant
1992,"London Stanley Paul , 1992 ",relevant
1942,"Malta Spitfir e Year , 1942 ",relevant
1991,"London Grubb Street , 1991 ",irrelevant
1216,"Malta , Convoy Battles June 1216 , 1942 series aeronaval action fought Mediterranean June 1942 result British effort run convoy Malta Egypt Gibraltar ",relevant
1942,"spring 1942 , British warship withdrew Malta pressure Axis air attack failure convoy March 1942 deliver meaningful amount supply fuel ",relevant
1942,"convoy get way June 12 , 1942 ",irrelevant
1151,", , base overly optimistic report airman , east west 1151 a.m",irrelevant
1020,1020 a.m,irrelevant
1215,1215 p.m,irrelevant
1941,"5 , Le Azioni Navali Mediterraneo dal 1 Aprile 1941 al8 Settembr e 1943 ",relevant
1970,"Rome Ufficio Storico Della Marina Militare , 1970 ",relevant
1941,"3 , British Fortunes Reach British Fortunes Lowest Ebb September 1941 September 1942 ",irrelevant
2004,"Uckfield , UK Naval Military Press , 2004 ",relevant
1980,"Rome Ateneo e Bizzarri , 1980 ",relevant
1960,"London Frederick Muller , 1960 ",relevant
1112,"Manado , Battle January 1112 , 1942 Initial Japanese attack Netherlands East Indies featu red first Japanese use paratrooper ",relevant
1942,"January 9 , 1942 , First Eastern Invasion Force depart Davao southern Philippines Manado ",relevant
1948,"war , Captain Toyoak try war crime execute September 1948 ",relevant
1976,"Annapolis , MD Naval Institute Press , 1976 ",irrelevant
1942,Empir e Balance Japanese Allied Pacific Strategies April 1942 ,relevant
1982,"Annapolis , MD Naval Institute Press , 1982 ",irrelevant
1945,"Manchuria Campaign August 9September 5 , 1945 Soviet conquest Manchuria ",irrelevant
1114,"Yalta Conference February 1114 , 1945 , Soviet leader Joseph Stalin promise Soviet Union would enter war Japan two three month conclusion fight Europe ",relevant
1945,"Soviets begin serious preparatio n eventuality April 1945 , Soviets initiate transfer equivalent 12 army corp tremendou amount supply Eastern Europe via TransSiberian Railway , head east three command front Manchuria TransBaikal Front northwest , 2nd Far Eastern Front northeast , 1st Far Eastern Front east ",relevant
1945,"Soviet plan call nearly simultaneous night attack three front begin midnight August 9 , 1945 , conver ge central plain Manchuria ",irrelevant
1945,August Storm Soviet 1945 Strategic Offensive Manchuria ,irrelevant
1983,"Army Command General Staff College , 1983 ",irrelevant
1971,"Moscow Progress , 1971 ",relevant
1982,"Army Command General Staff College , 1982 ",irrelevant
1938,"discovery fission uranium Otto Hahn Fritz Strassman 1938 lead physicist Enrico Fermi Leo Leo Szilard suggest feasibility sustain nuclear chain reaction , promising quantum leap destructive power harness atomic bomb ",relevant
1939,Leo Szilard approach Albert Einstein 1939 idea write letter President Franklin D,relevant
1940,"spring 1940 , British memorandum Rudolf Peierls Otto Frisch , title Construction Superbomb Based Nuclear Chain Reaction Uranium , conclude moderate amoun Uranium 235 would indeed constitute extremely efficient explosive ",relevant
1941,"entry war December 1941 , British American cooperation increase ",irrelevant
1942,"Americans organize Manhattan Engineer Distric Army Corps Engineers 1942.Vannevar Bush , head Office Scientific Research Development OSRD , appoint Brigadier General Leslie Richard Groves , overseen construction Pentagon , direct Manhattan Project ",relevant
1942,"Fermi team accomplish Metallur gical Laboratory University Chicago December 2 , 1942 ",relevant
1943,Work begin spring 1943 ,irrelevant
1945,"timeconsuming process separate YOU235 chief difficulty , Oak Ridge eventually succeed isolate enough YOU235 Oppenheimer team assemble Little Boy , bomb use Hiroshima August 6 , 1945 ",relevant
1944,"1944 , tackle implosion design challenge , Oppenheimer call Geor ge Kistiakowsky head effort produce necessary shape charge ",relevant
1945,"Oppenheimer design successfully test Alamogordo , New Mexico , July 16 , 1945 , use Fat Man , plutonium bomb devastate Naga saki August 9 , 1945 ",relevant
1945,"cost 2 billion , Manhattan Project scientist engineer achieve seemingly impossibleproducing three atomic device August 1945 fundamentally change nature warfare , vastly enlar ging humanity capacity mass destruction ",irrelevant
1944,"Certai nly , even Certai nly become appar ent 1944 Germany abandon Germany effort produce atomic bomb , nearly member Manhattan Project team continued press ahead ",relevant
1946,project technical success strengthen emer ging military industrial comp lex United States lead formation Atomic Energy Commission 1946 ,relevant
1952,"research nuclear weapon production lead successful test hydrogen bomb 1952 , usher new frighten thermonuclear age ",irrelevant
1962,"New York Harper Brothers , 1962 ",relevant
1986,"New ork Simon Schuster , 1986 ",relevant
1991,"New ork McGrawHill , 1991 ",relevant
1945,"Manila , Battle February 3March 3 , 1945 Battle capital Philippines ",relevant
1945,"Beginning January 9 , 1945 , General Walter Krueger Sixth Army assault western coast Lingayen Gulf ",relevant
1942,"Hall XI Corps land Subic Bay area , help seal Bataan Peninsula prevent Japanese repeat American defense 1942 ",relevant
1945,"February 26 , 1945 , remain Japanese resistance compress three Philip pine Commonwealth government building southeast corner wall city ",relevant
1945,"Late March 3 , 1945 , General Griswold report organize resistance Manila area end ",relevant
1975,"Boston Houghton Mif flin , 1975 ",irrelevant
1963,"Government Printing fice , 1963 ",irrelevant
1867,"Mannerheim , Carl Gustav Emil von 1867 1951 Finnish field marshal president Finland 19441946 ",relevant
1867,"Born Louhisaari , Finland , part Russian Empire , June 4 , 1867 , Carl Gustav Emil von Mannerheim graduate prestigious Nikolaevsky Cavalry School Saint Petersbur g 1889 ",relevant
1890,"Initially commission dragoon regime nt base Poland , transfer Cheva lier Guards Regiment Saint Petersbur g 1890 ",relevant
1906,"1906 1908 , Lieutenant Colonel Mannerheim lead special mission Russian government , collect intelligence along Russia border area Far East ",relevant
1908,"Mannerheim excellent report make favorable impression Czar Nicholas II , met 1908 ",relevant
1917,"Mannerheim saw considerable combat World War , promote lieutenant general June 1917 , command VI Cavalry Corps ",relevant
1917,"Mannerheim oppose March 1917 revolution depose czar , follow Bolshevik Revolution November 1917 , retire Russ ian Army return Finland ",relevant
1919,"defeat presidential elect ion July 1919 , retire public life travel widely ",irrelevant
1944,Field Marshal Carl Gustav Emil von Mannerheim command Finnish force W orld W ar II president Finland 1944 1946 ,relevant
1931,Library Congress Mannerheim return public service minister defense 1931 ,relevant
1941,command Finnish force Winter War renewal fight Soviet Union 1941 1944 Continuation War ,relevant
1942,"Promoted field marsha l 1942 , Mannerheim become president Finland 1944 negotiate thearmistice Soviet Union ",relevant
1946,retire ill health 1946 move Switzerland write memoir ,relevant
1951,"Mannerheim die Lausanne , Switzerland , January 28 , 1951 ",relevant
1954,"Dutton , 1954 ",irrelevant
1993,"Hurst , 1993 ",irrelevant
1967,"London W eidenfeld Nicolson , 1967 ",relevant
1887,"Born Berlin November 24 , 1887 , military stock , Fritz Erich Geor g Eduard von Lewinski take name Manstein g Eduard von Lewinski uncle , adopt g Eduard von Lewinski g Eduard von Lewinski father death 1896 g Eduard von Lewinski also drop name Fritz time ",relevant
1906,"Manstein receive commission 1906 , serve Manstein uncle Paul von Hindenbur g regiment ",relevant
1914,"Manstein participate capture Namur Belgium serve Eastern Front , Manstein wound November 1914 ",relevant
1919,"Manstein contin ued army war , 1919 , chief staff Berlin Military District , help draw plan new 100,000man army ",relevant
1920,"October 1920 , command company 5th Infantry Regiment Pomerania ",irrelevant
1927,"Ullstein Bild via Getty Images Promoted major 1927 , Ullstein Bild via Getty Images held staff position September 1929 , Ullstein Bild via Getty Images Operations Branch Truppenamt clandestine General Staff ",relevant
1932,"Promoted lieutenant colonel , Ullstein Bild via Getty Images command battalion 4th Infantry Regiment October 1932 ",relevant
1935,"July 1935 , assign chief Operations Branch General Staff , October 1936 , promote major general ",irrelevant
1938,"February 1938 , Manstein become deputy chief staff army , General Ludwig Beck , opposition Adolf Hitlers rearmament program lead reassignment commander 18th Division Silesia ",relevant
1939,"Promoted lieutenant gener al April 1939 , Manstein name chief staff Arbeitsstab Rundstedt Working Staff Rundstedt help plan theinvasion southern Poland capture Warsaw ",relevant
1939,"October 1939 , Manstein appoint chief staff Army Group Rundstedt west help develop alternative plan invasion France Sickle Cut , Sichelschnitt , Hitler adopt ",relevant
1940,"February 1940 , Manstein take command XXXVIII Corps , lead Battle France May 10June 25 , 1940 ",relevant
1940,"Promoted general infantry June 1940 , assume command LVI Panzer Corps East Prussia assign Colonel General Erich Hoepner Panzer Group , Army Group North , May 1941 ",relevant
1942,"hard fight , Manstein force manage secure Sevastopol July 2 , 1942 , day Manstein force promotion field marshal ",relevant
1942,"August 1942 , Manstein order take strippeddown Eleventh Army relieve Eighteenth Army south Leningrad ",relevant
1942,"Briefly move Army Group Center sector , Manstein order Hitler , November 1942 , assume command newly form Army Group side Stalingrad , Army Group Caucasus Army Group B ",relevant
1943,"February 1943 , Soviets drove Donets River recapture Kursk , Rostov , Kharkov west , lead Hitler approve counterattack ",relevant
1943,Manstein exploit Soviet fuel shortage panzer attack south result recapture Kharkov Belgorod March 1943 ,relevant
1944,March 1944 conference fhrer Berchtesgaden lead heat exchange Manstein relief commander Army Group South April ,relevant
1944,Manstein decline participate July 1944 putsch Hitler ,relevant
1945,Manstein arrest May 1945 end war held Great Britain ,relevant
1949,"Tried convict 1949 war crime involve execution Jews , Romas Gyp sies , Crimean Tartars rear area enforcement Commissar Order , sentence 18 year imprisonment February 1950 ",relevant
1953,freed May 1953 medical reason ,irrelevant
1955,"1955 1956 , Manstein head committee advise government creation new German Army ",relevant
1973,"Manstein die Irschenhausen , Bavaria , June 11 , 1973 ",relevant
1984,"New ork Bonanza Books , 1984 ",relevant
1982,"Novato , CA Presidio , 1982 ",irrelevant
2007,"Solihull , UK Helion , 2007 ",relevant
2006,"Paderborn Schningh , 2006 ",relevant
1897,"Born January 14 , 1897 , Potsdam , Germany , old aristocratic Prussian military family , Hasso Eccard von Manteuf fel saw action cavalry officer Western Front World W ar ",relevant
1934,"Manteuf fel transfer armored force 1934 taught Panzer Training School Wnsdorf f thereafter , Manteuf fel serve Inspectorate Panzer Troops , help carry motorization four infantry division ",relevant
1939,"February 1939 , Manteuf fel become head staff Panzer Troops Training School II BerlinKramprintz ",relevant
1940,"regimental commander 7th Panzer Division Battle France May 10June 25 , 1940 major general Erwin Rommel Operation BARBAROSSA , June 22 , 1941 , invasion Soviet Union ",relevant
1941,"November 27 , 1941 , Manteuf fels unit capture key bridge across VolgaMoscow Canal north Moscow , 20 mile capital ",irrelevant
1942,"Ordered North Africa July 1942 , Manteuf fel command collection unit know Division Manteuf fel ",relevant
1943,"Promoted major general May 1943 , Manteuf fel assume command old unit , 7th Panzer Division , August 1943 ",relevant
1944,"Manteuf fels division distinguish Manteuf fels division recapture Zhitomir November , action become know Lion Zhitomir promote lieutenant general February 1944 ",relevant
1944,Grossdeutschland Division transfer East Prussia August 1944 ,irrelevant
1944,"Adolf Hitler promote Mante uffel general panzer troop September 1944 place Adolf Hitler command Fifth Panzer Army , engage YOU.S ",relevant
1945,"Manteuf fels army assign support Josef Sepp Dietrich Sixth Panzer Army Ardennes Offensive December 16 , 1944January 25 , 1945 ",relevant
1945,"March 1945 , Manteuffel take command batter Third Panzer Army , defend Oder River Stettin ",irrelevant
1947,"Released Decem ber 1947 , Manteuf fel engage business join Free Democratic Party FDP 1949 ",relevant
1953,"1953 1957 , FDP deputy Bundestag ",irrelevant
1978,"Manteuf fel retire Diessen Ammersee , Germany , Manteuf fel retire Diessen die September 28 , 1978 ",relevant
1975,"North Quincy , Christopher Publishing House , 1975 ",relevant
1948,"New ork W illiam Morrow , 1948 ",relevant
1986,"Wlfersheim PodzunPallas , 1986 ",relevant
1977,"Norman University Oklahoma Press , 1977 ",relevant
1931,"Manzhouguo Name meaning state Manzhus Manchus , give Japanese Manchuria Manchukuo Manzhus Manchus occupation Chinese territory 1931 ",relevant
1894,Japanese begin establish significant military presence mainland Asia SinoJapanese War 1894 ,relevant
1900,"1900 , Japanese force take part suppress Boxer Uprising remain ed China one occupy power thereafter ",relevant
1928,"1928 , Manchurian warlord Zhang Zuolin Chang Tsolin assassinate Guandong Army plot gain great control region ",relevant
1931,"September 18 , 1931 , incre asingly independent Guandong Army staff officer southern Manchuria set explosion close main line SouthManchuria Railway near Mukden Fengtien 1932 Shenyang today , blame act nearby Chinese soldier ",relevant
1931,"October 1931 , Japanese force control Manchuria ",irrelevant
1933,"Febru ary 1933 , League Assembly vote approve report League Assembly investigate committee , blame Japan ",relevant
1932,"March 1932 , meanwhile , Japanese establish Manchukuo ",relevant
1933,"March 1933 Japan add Japan Chinese province Jehol , 1935 Japan add eastern Chahar ",relevant
1936,"1936 aftermath Xian Sian Incident , united front Nation alists Jiang Jieshi Communists Mao Zedong Mao Tsetung form oppose Japanese imperialism China ",relevant
1937,"Tensions continued mount , July 1937 incident Marco Polo Bridge near Beijing Peking Japanese Nationalist force precipitate Second SinoJapanese War , mark effective begin World War II Asia ",relevant
1945,"August 9 , 1945 , Soviets launch threepronged offensive design capture Manchuria destroy vaunt Guan dong Army ",relevant
1991,"New ork Random House , 1991 ",relevant
2002,"Berkeley University California Press , 2002 ",irrelevant
1998,"Berkeley University California Press , 1998 ",irrelevant
1893,"Born December 26 , 1893 , prosperous peasant family Shaoshan Shaoshan , Hunan Province , central China , Mao Zedong Mao Tsetung graduate Fourth Teacher Training School Changsha , Hunan , also read extensively Chinese Western literature , philosophy , politics , economics , include Marxist theory ",relevant
1921,"Like many young Chinese intellectual time , Mao embrace revolutionary think , July 1921 , Mao attend meeting Shanghai Jiangsu Kiangsu Province , Chinese Communist Party CCP found ",relevant
1925,"Mao held several post Guomindang , 1925 , Mao appoint secretary Guomindang propaganda department ",relevant
1926,"1926 , Jiang begin eliminate rival political grouping , purge Communists GMD position launch 19261927 Northern Expedition assort warlord ",relevant
1927,"1927 , Jiang turn Communists escape Jiang purge proceed establish base Jiangxi Kiangsi Province , suppress several Communist insurrection year , include Autumn Harvest Uprising peasant guerrilla lead Mao ",relevant
1931,Mao become chairman organization October 1931 ,relevant
1933,"1933 , base harbor army number 200,000 ",relevant
1928,"Communists launch several uprising major Chinese city , pose threat authority Jiang , take Beijing Peking Hebei Hopeh Provinc e 1928 , unify ing China south Great Wall , head new GMD government begin October ",relevant
1930,"1930 onward , Jiang mount annual campaign Soviet republic , eradicate apparently ranke high Jiang priority oppose Japan 1932 establishment puppet government China northeastern region Manchuria ",relevant
1934,"1934 , GMD force encircle Jiangxi Soviet ",irrelevant
1935,"1935 , Mao elect CCP chairman ",relevant
1949,Mao Zedong old spell Mao setung lead communist side civil war Nationalists China leader People Republic China 1949 1976 ,relevant
1937,"Illustrated London News Picture Library July 1937 , Battle Marco Polo Bridge Lugouqiao Lukouchiao spark fullscale war Chinese Japanese troop , 1938 , GMD force retreat Chongqing Chungk ing southwestern Province Sichuan Szechwan ",relevant
1945,"Mao still anticipate communist would eventually gain control China meanwhile , Mao consolidated hisauthority within Mao party , adopt constitution accept Mao teaching teaching ficial ideology 1945 ",relevant
1941,"early 1941 , CommunistNationalist front largely broken Nationalist unit defeat Communist New Fourth Army near Changj iang Yangtze Valley ",relevant
1945,"1945 , Communists concentrate Communists energy establish guerrilla base secure peasant support behind Japanese line , effort harass enemy also help assure enemy ultim ate postwar control area ",irrelevant
1945,"war end August 1945 , incoming Soviet troop facilitate Chinese Communist move take control much Manchuria ",irrelevant
1946,"early 1946 , GMD Communist force resume fight , YOU.S ",irrelevant
1945,attempt late 1945 1946 negotiate truce found ered due side deeply root antagonism ,irrelevant
1949,"Civil war continued Januar 1949 , follow Octob er , Mao proclaim new People Republic China , United States recognize January 1979 ",relevant
1950,"responsible several controversial policy , include November 1950 decision attack YOU.S.led United Nations force Korean War , economically disastrous Great Leap Forward 1958 1962 , Great Proletarian Cultural Revolution 1966 , socially divisive campaign design ed induce state permanent revolution China ",relevant
1976,"Mao die Beijing September 9 , 1976 ",relevant
2002,"Dee , 2002 ",irrelevant
2000,"New ork Henry Holt , 2000 ",relevant
1999,"New ork V iking , 1999 ",relevant
1999,"Stanford , CA Stanford University Press , 1999 ",irrelevant
1942,"Initially , Maquis base Vichy Vichy France , Germans occupy area November 1942 , Maquis unit appear throughout Vichy France ",relevant
1940,"unit also condu cted limited sabotage attack German force 1940 1943 unit stockpile weapon , explos ives , supply drop Allies order play role liberation Franc e",relevant
